livre.chapitre.verset,Bafia
1CO.15.57,"Ti faana Bɛ̀ll ɓìtògsɛ̀n lɛ à kìi lɛ ti ceè, lɛ Yeesus Kiris ànɛ à rì Kan wìs."
1CO.15.58,"Fɔlɔɔ nnɛ mìni ɓɔɔseŋi ɓɛ̀m ɓɛ nɗem, sììrɛɛna kɛ̀ ɓi kpig, ɓì tɔɔtɔ̀ɔ̀ ntɔɔtɔyɛn ɓi kìsay ki Kan, ɓì ki yi lɛ, kìsay ki ɓi kìki nyi kaa wu ɓi zɛy."
1CO.16.1,Ɓi kìɓan ki ki seesee syɔ̀ɔ̀ à ɓyom ɓisuu ɓɛgherɛ̀n ɓɛ a Yorisalɛm mìnii kìina girig yɛ̀ɛ ǹtɔkà ɓìseŋi ɓi Kiris ɓi a Galasi. 
1CO.16.2,"Mum ǹcèm ànɛ ɓi mìni, à ghɛ̀ɛ̀sɛɛ kì pyerì gàɓ ì com ìnɛ à rì lɛ à pyeɗ a mɛɛ mii lɔŋ yɛ̀ɛ ìtèɗ wii wu ri, ŋwosi Sɔnɗì bimiɗ, lɛ kɛ̀ɛ ɓoŋ lɛ, ɓɛɛ tumɛn ɓɛ̀syɔ̀ɔ̀ di màa kpaŋ. "
1CO.16.3,"Yɛ̀ɛ mɓiì yùu ǹɗì ɓiì romì ɓumɓɛ ɓì ɓiì ɓɔ̀ni, ri ɓɛ̀kaàtà lɛ ɓɛɛ kɛǹ kìfaà ɓyom ɓi syɔ̀ɔ̀ a Yorisalɛm. "
1CO.16.4,"I ki ghɛnɛɛ lɛ mɛ̀ɛmiɗ ǹghɛ̀ɛ̀sɛɛ kì kɛ̀ɛ, di tì ri kɛ̀n nɗaŋ ri ɓɔ."
1CO.16.5,"Ǹɗì ɓiì yùu a lɔ̀ŋkin di màa syàà kìlànà ki zi ki a Masedwan, lɛ ǹghɛ̀ɛ̀sɛɛ kì syàa kilànà ki zi kiǹ. "
1CO.16.6,"Ɓaàyi ɓi, ǹɗì ɓiì ghagsii cààmɛ̀n a lɔ̀ŋkin, i ki yii ɓi, cààmɛ̀n à bùmà bimiɗ, fɔɔnnɛ ɓì ri kɛ̀n min mɛ̀ jàŋ inɛ ki ri ɓa lɛ nkɛǹ. "
1CO.16.7,"Lɛ ǹkɔ̀ni ɓi lɛ nghɛǹ mìni mɛ̀rɛy ɓi rìghaàgh ɗyɛm̀ ɗi, wɔ̀lɛ ǹɗì rì ǹtyweeyi wulɛ ǹɗì ɓiì kɔ̀rii a lɔ̀ŋkin gàɓ, di Kan à gherɛɛ. "
1CO.16.8,Wɔ̀lɛ ǹɗì ɓiì kɔ̀rii a Efɛɛzɛ à kpaŋ ŋwosi Pàŋtèkot. 
1CO.16.9,"Ɓisuulɛ syeesyee à kìtuɓi àa nghɛnɛɛ ɓisuu kisay ki nkìkì, nni ɓɛ̀bènàbena ɓɛ teghɛɛ."
1CO.16.10,"I Timote à kpaŋi foo, ɓì kì com ki lɛ a ɓa kɛ̀ɛ̀ mɛ̀riighrikì ɓi nyìinyìm wìn ɓisuulɛ à rì ŋwaànɛ a kìki kisay ki Kan lɔŋ yɛ̀ɛ mɛ̀. "
1CO.16.11,"Mum kɛ̀ɛ sɛɛti nyi, ghɛɓsiina nyi lɛ a sugtiì lɛ fyòoog a lɔ̀ŋkɛm̀, ɓisuulɛ mɓoŋɓoŋ nyi rì ɓɔɔseŋi ɓis."
1CO.16.12,"Ɓi ɓɛg ànɛ yɛ̀ɛ Apolos à geni wìs, maà totònì nyi lɛ a yuiy a lɔ̀ŋkin nɗaŋ ɗi ɓɛ̀geni ɓis ɓɛdɛŋ, kìɓan kifog à kɔ̀ni ɓi lɛ a ki fɔlɔɔ nsoò lɛsàg ɓigomìnɛ, wɔ̀lɛ à ɓiì yùu di à ghɛɛ cààmɛ̀n, ki lɛ a yu miì."
1CO.16.13,"Ɓaana cem, ɓì sììrɛ̀n ɓi rìgherɛ̀n; ɓaana ɓum, ɓì tèèsɛ̀n. "
1CO.16.14,"Kìlaaghna ɓìɓan ɓìcèm ɗì ǹkɔ̀nɛ̀n, ɓi nyìinyìm wìn."
1CO.16.15,"Ɓɔɔsoŋ̀ ǹsiŋ̀dɛɛ tì mìni kìɓan kidɛŋ; ɓì yii lɛ Sitefanas rì naa yìì i ɓum ɓɛɛ ɓaghà ɓum ɓɛ ǹtonto ɓɛ lɛ ɓɛɛ lɔɔ̀ghrɛn mɛ̀rem ɓi kìlànà ki zi ki lɛ Akayi, ɓɛ falɛ̀ngà lɛɛ̀gwey lɛ ɓɛɛ ghɛɛ̀ghɛ̀ɓsì ɓɛ̀gherɛ̀n. "
1CO.16.16,"Mɛ̀kuu mɛ ɓum mɛ fɔlɔɔ mɛɛ̀mɛ ɓì ghɛ̀ɛ̀sɛɛ kì kìi mɛwog, rì mum ǹcèm ànɛ à ti à tekì gàɓ ɓi kìsay ki ɓɛɛ̀ kìkì, à ki sasay ri ɓɔ."
1CO.16.17,"Mɛ̀ nyààrɛɛ rì rìyù ɗi Sitefanas, rì Fɔrtunatus rì Akayikus; ɓɛ nɗoòzii kìkpaŋ ki ki ǹɗì mɛ̀ ɓi nɗem, lɛ rìɓa ɗi ɓì yin mɛ jàŋbog. "
1CO.16.18,"Ɓisuulɛ, ɓɛ nfɔɔsii lɛ rì nɗem wɛ̀m, rì wuŋkin. Ɓì ghɛ̀ɛ̀sɛɛ kì yiì rìsɛg ɗi mɛkuu mɛ ɓum yɛ̀ɛ mɛǹ."
1CO.16.19,"Ɓìseŋi ɓi Kiris ɓi a Azii ɓi togsaagh yì mìni. Ɓɛ̀ Akilas ɓɛɛ̀ Pirisilya, rì kìseŋi ki ɓi naa yàà, ɓɛ togsaagh yì mìni ɓi Kan ɓiɗùm. "
1CO.16.20,Ɓɛ̀geni ɓin ɓɛ togsaagh yì mìni ɓɛ̀sɛ̀ɛ̀ ɓɛcèm; tòotògsɛɛna mìni rì mìni ɓì lɔ̀ɔ̀lɔ̀rɛ̀n ɓi nkɔ̀nɛ̀n à rìgeni.
1CO.16.21,Mɛ̀ Pol yɛɛ togsaaghiì mìni ɓi kaàtà ànɛ mɛ̀ɛmiɗ.
1CO.16.22,"I mum à keesii ɓi Kan, à ghɛ̀ɛ̀sɛɛ kì terì ǹcɛ̀m! Màrànatà-Kan wìs yuiy! "
1CO.16.23,Geesɛ̀n ì Kan Yeesus yɛ̀ɛ ɓa rì mìni! 
